bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
446875,1007,HB4001,4,Passed,2014-12-31,"Civil rights; public records; statewide standards for freedom of information act costs; modify. Amends secs. 4, 5 & 10 of 1976 PA 442 (MCL 15.234 et seq.).","Civil rights; public records; statewide standards for freedom of information act costs; modify. Amends secs. 4, 5 & 10 of 1976 PA 442 (MCL 15.234 et seq.).",0,,2014-12-31,"Assigned Pa 563'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB4001/2013,http://legislature.mi.gov/doc.aspx?2013-HB-4001
572685,1007,SR0105,4,Passed,2013-12-12,"A resolution designating January 11, 2014, as Human Trafficking Awareness Day in the state of Michigan.","A resolution designating January 11, 2014, as Human Trafficking Awareness Day in the state of Michigan.",0,,2013-12-12,Adopted,https://legiscan.com/MI/bill/SR0105/2013,http://legislature.mi.gov/doc.aspx?2013-SR-0105
573088,1007,SR0106,4,Passed,2013-12-11,"A resolution to designate November 2013 as Alpha-1 Awareness Month in the state of Michigan.","A resolution to designate November 2013 as Alpha-1 Awareness Month in the state of Michigan.",0,,2013-12-11,Adopted,https://legiscan.com/MI/bill/SR0106/2013,http://legislature.mi.gov/doc.aspx?2013-SR-0106
573390,1007,SR0107,1,Introduced,2013-12-12,"A resolution to support and endorse the proposal submitted by the Michigan Advanced Aerial Systems Consortium requesting that Michigan be named one of six federally-identified unmanned aircraft system (UAS) test sites.","A resolution to support and endorse the proposal submitted by the Michigan Advanced Aerial Systems Consortium requesting that Michigan be named one of six federally-identified unmanned aircraft system (UAS) test sites.",2553,"Senate Veterans, Military Affairs And Homeland Security",2013-12-12,"Referred To Committee On Veterans, Military Affairs And Homeland Security",https://legiscan.com/MI/bill/SR0107/2013,http://legislature.mi.gov/doc.aspx?2013-SR-0107
577896,1007,SR0108,4,Passed,2014-02-05,"A resolution celebrating the 60th Anniversary of the words “under God” added to the Pledge of Allegiance and urging Congress to forever keep the words ""under God"" preserved in our Pledge of Allegiance as a testament to the founding ideals that led our country to prosperity.","A resolution celebrating the 60th Anniversary of the words “under God” added to the Pledge of Allegiance and urging Congress to forever keep the words ""under God"" preserved in our Pledge of Allegiance as a testament to the founding ideals that led our country to prosperity.",0,,2014-02-05,Adopted,https://legiscan.com/MI/bill/SR0108/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0108
579391,1007,SR0109,4,Passed,2014-01-08,"A resolution to commemorate the 25th Anniversary of the North American International Auto Show and to designate January 2014 as North American International Auto Show Month in the state of Michigan.","A resolution to commemorate the 25th Anniversary of the North American International Auto Show and to designate January 2014 as North American International Auto Show Month in the state of Michigan.",0,,2014-01-08,"Entire Membership Of The Senate And Lieutenant Governor Named Co-sponsors",https://legiscan.com/MI/bill/SR0109/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0109
604631,1007,SR0110,1,Introduced,2014-01-28,"A resolution to memorialize the President and the Congress of the United States to ensure that the new Farm Bill includes changes to the mandatory country-of-origin labeling rules so that they satisfy World Trade Organization obligations.","A resolution to memorialize the President and the Congress of the United States to ensure that the new Farm Bill includes changes to the mandatory country-of-origin labeling rules so that they satisfy World Trade Organization obligations.",897,"Senate Agriculture And Bioeconomy",2014-01-28,"Referred To Committee On Agriculture",https://legiscan.com/MI/bill/SR0110/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0110
604772,1007,SR0111,4,Passed,2014-01-29,"A resolution to declare January 26 - February 1, 2014, as Catholic Schools Week in the state of Michigan.","A resolution to declare January 26 - February 1, 2014, as Catholic Schools Week in the state of Michigan.",0,,2014-01-29,Adopted,https://legiscan.com/MI/bill/SR0111/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0111
607700,1007,SR0112,1,Introduced,2014-01-30,"A resolution to memorialize the Congress of the United States to raise the national minimum wage and set it to annually increase according to the Consumer Price Index.","A resolution to memorialize the Congress of the United States to raise the national minimum wage and set it to annually increase according to the Consumer Price Index.",0,,2014-03-25,"Discharge Committee Defeated",https://legiscan.com/MI/bill/SR0112/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0112
607802,1007,SR0113,1,Introduced,2014-01-30,"A resolution to memorialize the Congress of the United States to restore the Emergency Unemployment Compensation program.","A resolution to memorialize the Congress of the United States to restore the Emergency Unemployment Compensation program.",0,,2014-03-26,"Discharge Committee Defeated",https://legiscan.com/MI/bill/SR0113/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0113
607907,1007,SR0114,4,Passed,2014-01-30,"A resolution proclaiming February 2014 as American Heart Month and February 7, 2014, as Go Red for Women Day in the state of Michigan.","A resolution proclaiming February 2014 as American Heart Month and February 7, 2014, as Go Red for Women Day in the state of Michigan.",0,,2014-01-30,"Entire Membership Of The Senate And Lieutenant Governor Named Co-sponsors",https://legiscan.com/MI/bill/SR0114/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0114
608777,1007,SR0115,4,Passed,2014-02-04,"A resolution recognizing February 4, 2014, as Cancer Prevention Day.","A resolution recognizing February 4, 2014, as Cancer Prevention Day.",0,,2014-02-04,Adopted,https://legiscan.com/MI/bill/SR0115/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0115
613350,1007,SR0116,4,Passed,2014-02-05,"A resolution recognizing the Pine Mountain Ski Jump in Dickinson County, Michigan, on the 75th Anniversary of its first competition.","A resolution recognizing the Pine Mountain Ski Jump in Dickinson County, Michigan, on the 75th Anniversary of its first competition.",0,,2014-02-05,Adopted,https://legiscan.com/MI/bill/SR0116/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0116
618354,1007,SR0117,4,Passed,2014-02-12,"A resolution of special tribute honoring George W. Jackson, Jr.","A resolution of special tribute honoring George W. Jackson, Jr.",0,,2014-02-12,"Entire Membership Of The Senate And Lieutenant Governor Named Co-sponsors",https://legiscan.com/MI/bill/SR0117/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0117
618169,1007,SR0118,4,Passed,2014-02-12,"A resolution designating February 16-22, 2014, as Michigan Court Reporting and Captioning Week.","A resolution designating February 16-22, 2014, as Michigan Court Reporting and Captioning Week.",0,,2014-02-12,Adopted,https://legiscan.com/MI/bill/SR0118/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0118
622323,1007,SR0119,4,Passed,2014-02-20,"A resolution to declare February 20, 2014, as Conductive Education Day in the state of Michigan.","A resolution to declare February 20, 2014, as Conductive Education Day in the state of Michigan.",0,,2014-02-20,Adopted,https://legiscan.com/MI/bill/SR0119/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0119
633229,1007,SR0120,4,Passed,2014-03-05,"A resolution recognizing May 24, 2014, as Public Service Chaplains Appreciation Day in the state of Michigan.","A resolution recognizing May 24, 2014, as Public Service Chaplains Appreciation Day in the state of Michigan.",0,,2014-03-05,Adopted,https://legiscan.com/MI/bill/SR0120/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0120
633158,1007,SR0121,4,Passed,2014-03-05,"A resolution to declare March 5, 2014, as Spread the Word to End the Word Day in the state of Michigan.","A resolution to declare March 5, 2014, as Spread the Word to End the Word Day in the state of Michigan.",0,,2014-03-05,Adopted,https://legiscan.com/MI/bill/SR0121/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0121
633937,1007,SR0122,1,Introduced,2014-03-06,"A resolution to urge the Congress of the United States and the U.S. Army Corps of Engineers to use the structured expert judgment method to assess the alternatives to prevent movement of aquatic invasive species proposed in the Great Lakes and Mississippi River Interbasin Study Report.","A resolution to urge the Congress of the United States and the U.S. Army Corps of Engineers to use the structured expert judgment method to assess the alternatives to prevent movement of aquatic invasive species proposed in the Great Lakes and Mississippi River Interbasin Study Report.",1789,"Senate Natural Resources, Environment And Great Lakes",2014-03-06,"Referred To Committee On Natural Resources, Environment And Great Lakes",https://legiscan.com/MI/bill/SR0122/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0122
636515,1007,SR0123,4,Passed,2014-07-16,"A resolution to memorialize the Congress of the United States to make any murder of a police officer or corrections officer while in the line of duty a federal offense.","A resolution to memorialize the Congress of the United States to make any murder of a police officer or corrections officer while in the line of duty a federal offense.",0,,2014-07-16,"Entire Membership Of The Senate And Lieutenant Governor Named Co-sponsors",https://legiscan.com/MI/bill/SR0123/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0123
636543,1007,SR0124,4,Passed,2014-03-12,"A resolution proclaiming March 23-29, 2014, as Michigan STEM Awareness Week.","A resolution proclaiming March 23-29, 2014, as Michigan STEM Awareness Week.",0,,2014-03-12,Adopted,https://legiscan.com/MI/bill/SR0124/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0124
636235,1007,SR0125,4,Passed,2014-03-12,"A resolution commemorating March 2014 as Ethnic and Cultural Heritage Month in the state of Michigan.","A resolution commemorating March 2014 as Ethnic and Cultural Heritage Month in the state of Michigan.",0,,2014-03-12,Adopted,https://legiscan.com/MI/bill/SR0125/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0125
637256,1007,SR0126,4,Passed,2014-04-23,"A resolution to recognize the multifaceted importance of trails in Michigan and to celebrate the individuals and organizations who develop, maintain, advocate for, and promote this important resource within our state.","A resolution to recognize the multifaceted importance of trails in Michigan and to celebrate the individuals and organizations who develop, maintain, advocate for, and promote this important resource within our state.",0,,2014-04-23,"Adopted As Amended",https://legiscan.com/MI/bill/SR0126/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0126
637318,1007,SR0127,4,Passed,2014-06-12,"A resolution to urge the United States Environmental Protection Agency to forgo its recent proposal to tighten emission limits on wood stoves.","A resolution to urge the United States Environmental Protection Agency to forgo its recent proposal to tighten emission limits on wood stoves.",0,,2014-06-12,Adopted,https://legiscan.com/MI/bill/SR0127/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0127
639281,1007,SR0128,4,Passed,2014-03-19,"A resolution to declare April 2014 as Youth Financial Literacy Month in the state of Michigan.","A resolution to declare April 2014 as Youth Financial Literacy Month in the state of Michigan.",0,,2014-03-19,Adopted,https://legiscan.com/MI/bill/SR0128/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0128
641021,1007,SR0129,4,Passed,2014-03-26,"A resolution to recognize March 26, 2014, as Purple Day in an effort to raise awareness of epilepsy in the state of Michigan.","A resolution to recognize March 26, 2014, as Purple Day in an effort to raise awareness of epilepsy in the state of Michigan.",0,,2014-03-26,Adopted,https://legiscan.com/MI/bill/SR0129/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0129
641280,1007,SR0130,4,Passed,2014-03-27,"A resolution honoring Lieutenant Colonel Matt Urban.","A resolution honoring Lieutenant Colonel Matt Urban.",0,,2014-03-27,Adopted,https://legiscan.com/MI/bill/SR0130/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0130
641185,1007,SR0131,4,Passed,2014-03-27,"A resolution to recognize March 31, 2014, as Cesar E. Chavez Day in the state of Michigan.","A resolution to recognize March 31, 2014, as Cesar E. Chavez Day in the state of Michigan.",0,,2014-03-27,Adopted,https://legiscan.com/MI/bill/SR0131/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0131
642093,1007,SR0132,4,Passed,2014-04-22,"A resolution designating April 2014 as Michigan Student Athlete Cardiac Awareness Month.","A resolution designating April 2014 as Michigan Student Athlete Cardiac Awareness Month.",0,,2014-04-22,Adopted,https://legiscan.com/MI/bill/SR0132/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0132
645756,1007,SR0133,4,Passed,2014-04-22,"A resolution commemorating May 2014 as Motorcycle Safety Awareness Month in the state of Michigan.","A resolution commemorating May 2014 as Motorcycle Safety Awareness Month in the state of Michigan.",0,,2014-04-22,Adopted,https://legiscan.com/MI/bill/SR0133/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0133
645784,1007,SR0134,1,Introduced,2014-04-23,"A resolution to urge the Congress of the United States to create the presumption of a service connection for diseases associated with Agent Orange exposure for Vietnam veterans who served in the waters defined by the combat zone and in the airspace over the combat zone.","A resolution to urge the Congress of the United States to create the presumption of a service connection for diseases associated with Agent Orange exposure for Vietnam veterans who served in the waters defined by the combat zone and in the airspace over the combat zone.",838,"Senate Government Operations",2014-04-23,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/SR0134/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0134
645922,1007,SR0135,4,Passed,2014-04-24,"A resolution recognizing the 100th Anniversary of the Department of Michigan's Daughters of Union Veterans of the Civil War, 1861-1865.","A resolution recognizing the 100th Anniversary of the Department of Michigan's Daughters of Union Veterans of the Civil War, 1861-1865.",0,,2014-04-24,Adopted,https://legiscan.com/MI/bill/SR0135/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0135
645996,1007,SR0136,4,Passed,2014-04-24,"A resolution designating April 28, 2014, as Workers' Memorial Day in Michigan.","A resolution designating April 28, 2014, as Workers' Memorial Day in Michigan.",0,,2014-04-24,Adopted,https://legiscan.com/MI/bill/SR0136/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0136
646343,1007,SR0137,4,Passed,2014-04-30,"A resolution to declare May 2014 as Community Action Agency Month in the state of Michigan.","A resolution to declare May 2014 as Community Action Agency Month in the state of Michigan.",0,,2014-04-30,Adopted,https://legiscan.com/MI/bill/SR0137/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0137
646349,1007,SR0138,4,Passed,2014-05-21,"A resolution to urge the President and the United States Department of Agriculture (USDA) to reverse their decision to exclude fresh white potatoes from Women, Infants, and Children (WIC) program eligibility.","A resolution to urge the President and the United States Department of Agriculture (USDA) to reverse their decision to exclude fresh white potatoes from Women, Infants, and Children (WIC) program eligibility.",0,,2014-05-21,Adopted,https://legiscan.com/MI/bill/SR0138/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0138
646391,1007,SR0139,4,Passed,2014-04-30,"A resolution proclaiming May 5-9, 2014, as InfantSEE® Week in Michigan.","A resolution proclaiming May 5-9, 2014, as InfantSEE® Week in Michigan.",0,,2014-04-30,Adopted,https://legiscan.com/MI/bill/SR0139/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0139
646601,1007,SR0140,4,Passed,2014-04-30,"A resolution to recognize May 2, 2014, as Stand4Change Day in the state of Michigan.","A resolution to recognize May 2, 2014, as Stand4Change Day in the state of Michigan.",0,,2014-04-30,Adopted,https://legiscan.com/MI/bill/SR0140/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0140
646727,1007,SR0141,4,Passed,2014-05-01,"A resolution declaring May 2014 as Asian Pacific American Heritage Month in the state of Michigan.","A resolution declaring May 2014 as Asian Pacific American Heritage Month in the state of Michigan.",0,,2014-05-01,Adopted,https://legiscan.com/MI/bill/SR0141/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0141
646895,1007,SR0142,4,Passed,2014-05-06,"A resolution in support and recognition of National Train Day.","A resolution in support and recognition of National Train Day.",0,,2014-05-06,Adopted,https://legiscan.com/MI/bill/SR0142/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0142
647878,1007,SR0143,4,Passed,2014-05-08,"A resolution celebrating the 100th Anniversary of the signing of the Smith-Lever Act, the founding legislation of the nationwide Cooperative Extension System.","A resolution celebrating the 100th Anniversary of the signing of the Smith-Lever Act, the founding legislation of the nationwide Cooperative Extension System.",0,,2014-05-08,Adopted,https://legiscan.com/MI/bill/SR0143/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0143
648561,1007,SR0144,4,Passed,2014-05-14,"A resolution designating June 27, 2014, as Michigan Post Traumatic Stress Injury Day in the state of Michigan.","A resolution designating June 27, 2014, as Michigan Post Traumatic Stress Injury Day in the state of Michigan.",0,,2014-05-14,Adopted,https://legiscan.com/MI/bill/SR0144/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0144
648533,1007,SR0145,4,Passed,2014-05-14,"A resolution commemorating the Fifth Annual Michigan Chaldean American Legislative Day.","A resolution commemorating the Fifth Annual Michigan Chaldean American Legislative Day.",0,,2014-05-14,Adopted,https://legiscan.com/MI/bill/SR0145/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0145
648585,1007,SR0146,4,Passed,2014-05-14,"A resolution to declare May 2014 as Hepatitis C Awareness Month in the state of Michigan.","A resolution to declare May 2014 as Hepatitis C Awareness Month in the state of Michigan.",0,,2014-05-14,Adopted,https://legiscan.com/MI/bill/SR0146/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0146
648834,1007,SR0147,4,Passed,2014-06-12,"A resolution to call on the U.S. Environmental Protection Agency and the U.S. Army Corps of Engineers to withdraw their proposed rule expanding the definition of ""waters of the United States"" under the Clean Water Act.","A resolution to call on the U.S. Environmental Protection Agency and the U.S. Army Corps of Engineers to withdraw their proposed rule expanding the definition of ""waters of the United States"" under the Clean Water Act.",0,,2014-06-12,Adopted,https://legiscan.com/MI/bill/SR0147/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0147
649936,1007,SR0148,4,Passed,2014-05-21,"A resolution to proclaim October 5-11, 2014, as Lions Week in the state of Michigan.","A resolution to proclaim October 5-11, 2014, as Lions Week in the state of Michigan.",0,,2014-05-21,Adopted,https://legiscan.com/MI/bill/SR0148/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0148
649894,1007,SR0149,4,Passed,2014-05-21,"A resolution to recognize and designate June 23-29, 2014, as Amateur Radio Week in the state of Michigan.","A resolution to recognize and designate June 23-29, 2014, as Amateur Radio Week in the state of Michigan.",0,,2014-05-21,Adopted,https://legiscan.com/MI/bill/SR0149/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0149
649868,1007,SR0150,4,Passed,2014-06-11,"A resolution to urge the Great Lakes Commission to study and take a formal position on the proposed underground nuclear waste repository in Ontario, Canada, and to study the potential impacts of this facility and similar facilities on the Great Lakes and on the people who depend on the lakes.","A resolution to urge the Great Lakes Commission to study and take a formal position on the proposed underground nuclear waste repository in Ontario, Canada, and to study the potential impacts of this facility and similar facilities on the Great Lakes and on the people who depend on the lakes.",0,,2014-06-11,Adopted,https://legiscan.com/MI/bill/SR0150/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0150
649907,1007,SR0151,4,Passed,2014-06-11,"A resolution urging the President of the United States, the Secretary of State, and the Congress of the United States to invoke the participation of the International Joint Commission under Article IX, Article X, or both, of the Boundary Waters Treaty to evaluate the proposed underground nuclear waste repository in Ontario, Canada, and similar facilities.","A resolution urging the President of the United States, the Secretary of State, and the Congress of the United States to invoke the participation of the International Joint Commission under Article IX, Article X, or both, of the Boundary Waters Treaty to evaluate the proposed underground nuclear waste repository in Ontario, Canada, and similar facilities.",0,,2014-06-11,Adopted,https://legiscan.com/MI/bill/SR0151/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0151
649881,1007,SR0152,4,Passed,2014-05-21,"A resolution to declare May 2014 as Lupus Awareness Month in the state of Michigan.","A resolution to declare May 2014 as Lupus Awareness Month in the state of Michigan.",0,,2014-05-21,Adopted,https://legiscan.com/MI/bill/SR0152/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0152
650032,1007,SR0153,4,Passed,2014-05-21,"A resolution to declare May 25-31, 2014, as Invisible Illness Awareness Week in the state of Michigan.","A resolution to declare May 25-31, 2014, as Invisible Illness Awareness Week in the state of Michigan.",0,,2014-05-21,"Entire Membership Of The Senate And Lieutenant Governor Named Co-sponsors",https://legiscan.com/MI/bill/SR0153/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0153
650026,1007,SR0154,4,Passed,2014-05-21,"A resolution to designate May 22, 2014, as Michigan Roadside Safety Awareness Day.","A resolution to designate May 22, 2014, as Michigan Roadside Safety Awareness Day.",0,,2014-05-21,Adopted,https://legiscan.com/MI/bill/SR0154/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0154
650797,1007,SR0155,4,Passed,2014-05-28,"A resolution to declare May 28, 2014, as Be The Match Day in Michigan.","A resolution to declare May 28, 2014, as Be The Match Day in Michigan.",0,,2014-05-28,Adopted,https://legiscan.com/MI/bill/SR0155/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0155
650774,1007,SR0156,1,Introduced,2014-05-28,"A resolution to denounce the House Republican Fiscal Year 2015 Budget Resolution and to memorialize the Congress and the President of the United States to oppose any proposal that would eliminate Medicare as it has traditionally existed, make substantial tax cuts to already-struggling social safety net programs, or increase the tax burden on the middle class.","A resolution to denounce the House Republican Fiscal Year 2015 Budget Resolution and to memorialize the Congress and the President of the United States to oppose any proposal that would eliminate Medicare as it has traditionally existed, make substantial tax cuts to already-struggling social safety net programs, or increase the tax burden on the middle class.",829,"Senate Appropriations",2014-05-28,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/SR0156/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0156
651533,1007,SR0157,4,Passed,2014-06-03,"A resolution commemorating June 7-15, 2014, as Aquatic Invasive Species Awareness Week in Michigan.","A resolution commemorating June 7-15, 2014, as Aquatic Invasive Species Awareness Week in Michigan.",0,,2014-06-03,Adopted,https://legiscan.com/MI/bill/SR0157/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0157
651519,1007,SR0158,4,Passed,2014-06-03,"A resolution to commemorate June 23, 2014, as Coast Guard Auxiliary Day in recognition of the United States Coast Guard Auxiliary's 75 years of dedicated service.","A resolution to commemorate June 23, 2014, as Coast Guard Auxiliary Day in recognition of the United States Coast Guard Auxiliary's 75 years of dedicated service.",0,,2014-06-03,Adopted,https://legiscan.com/MI/bill/SR0158/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0158
652348,1007,SR0159,4,Passed,2014-06-11,"A resolution to commemorate the 200th Anniversary of “The Star-Spangled Banner.”","A resolution to commemorate the 200th Anniversary of “The Star-Spangled Banner.”",0,,2014-06-11,Adopted,https://legiscan.com/MI/bill/SR0159/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0159
652371,1007,SR0160,4,Passed,2014-06-11,"A resolution to commemorate President Gerald R. Ford and the invaluable impact of his service to the United States of America in honor of the 40th Anniversary of his presidency.","A resolution to commemorate President Gerald R. Ford and the invaluable impact of his service to the United States of America in honor of the 40th Anniversary of his presidency.",0,,2014-06-11,Adopted,https://legiscan.com/MI/bill/SR0160/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0160
652364,1007,SR0161,4,Passed,2014-06-11,"A resolution to declare July 11-18, 2014, as Arteriovenous Malformation (AVM) Awareness Week in the state of Michigan.","A resolution to declare July 11-18, 2014, as Arteriovenous Malformation (AVM) Awareness Week in the state of Michigan.",0,,2014-06-11,Adopted,https://legiscan.com/MI/bill/SR0161/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0161
652616,1007,SR0162,4,Passed,2014-09-18,"A resolution to express support for the state of Michigan officially recognizing September 19, 2014, as International Talk Like a Pirate Day (ITLPD).","A resolution to express support for the state of Michigan officially recognizing September 19, 2014, as International Talk Like a Pirate Day (ITLPD).",0,,2014-09-18,Adopted,https://legiscan.com/MI/bill/SR0162/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0162
652625,1007,SR0163,4,Passed,2014-06-12,"A resolution proclaiming July 11, 2014, as Srebrenica Remembrance Day in the state of Michigan and the week of July 11, 2014, as Bosnia and Herzegovina Tribute Week.","A resolution proclaiming July 11, 2014, as Srebrenica Remembrance Day in the state of Michigan and the week of July 11, 2014, as Bosnia and Herzegovina Tribute Week.",0,,2014-06-12,Adopted,https://legiscan.com/MI/bill/SR0163/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0163
654132,1007,SR0164,1,Introduced,2014-07-16,"A resolution to memorialize the Congress of the United States to enact legislation that prohibits the sale of cleaning products and personal care products containing plastic microbeads.","A resolution to memorialize the Congress of the United States to enact legislation that prohibits the sale of cleaning products and personal care products containing plastic microbeads.",1789,"Senate Natural Resources, Environment And Great Lakes",2014-07-16,"Referred To Committee On Natural Resources, Environment And Great Lakes",https://legiscan.com/MI/bill/SR0164/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0164
654432,1007,SR0165,4,Passed,2014-07-16,"A resolution to declare July 2014 as Craft Beer Month in the state of Michigan.","A resolution to declare July 2014 as Craft Beer Month in the state of Michigan.",0,,2014-07-16,Adopted,https://legiscan.com/MI/bill/SR0165/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0165
654435,1007,SR0166,4,Passed,2014-07-16,"A resolution to declare August 2014 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.","A resolution to declare August 2014 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.",0,,2014-07-16,Adopted,https://legiscan.com/MI/bill/SR0166/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0166
654476,1007,SR0167,4,Passed,2014-07-16,"A resolution to urge the United States Department of Defense Missile Defense Agency (MDA) to select the Fort Custer Training Center in Battle Creek as the location for a new Ground Based Interceptor (GBI) ballistic missile defense mission.","A resolution to urge the United States Department of Defense Missile Defense Agency (MDA) to select the Fort Custer Training Center in Battle Creek as the location for a new Ground Based Interceptor (GBI) ballistic missile defense mission.",0,,2014-07-16,Adopted,https://legiscan.com/MI/bill/SR0167/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0167
654480,1007,SR0168,4,Passed,2014-09-23,"A resolution to oppose the U.S. Environmental Protection Agency's proposal to garnish wages without a court order.","A resolution to oppose the U.S. Environmental Protection Agency's proposal to garnish wages without a court order.",0,,2014-09-23,"Adopted As Substituted S-1",https://legiscan.com/MI/bill/SR0168/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0168
654485,1007,SR0169,4,Passed,2014-07-16,"A resolution to commend CVS Caremark on its decision to stop selling tobacco products in its stores.","A resolution to commend CVS Caremark on its decision to stop selling tobacco products in its stores.",0,,2014-07-16,Adopted,https://legiscan.com/MI/bill/SR0169/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0169
654527,1007,SR0170,4,Passed,2014-07-16,"A resolution to commemorate August 2014 as Automotive Heritage Month in the state of Michigan.","A resolution to commemorate August 2014 as Automotive Heritage Month in the state of Michigan.",0,,2014-07-16,Adopted,https://legiscan.com/MI/bill/SR0170/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0170
654528,1007,SR0171,4,Passed,2014-10-22,"A resolution to urge the Office of the United States Trade Representative to ensure that no World Trade Organization rules are violated in regard to government funding of McInnis Cement and the Port-Daniel-Gascons cement plant in Québec, Canada.","A resolution to urge the Office of the United States Trade Representative to ensure that no World Trade Organization rules are violated in regard to government funding of McInnis Cement and the Port-Daniel-Gascons cement plant in Québec, Canada.",0,,2014-10-22,Adopted,https://legiscan.com/MI/bill/SR0171/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0171
654678,1007,SR0172,1,Introduced,2014-08-13,"A resolution to memorialize the Congress of the United States to enact legislation that would prohibit for-profit employers from using religious beliefs to deny employees coverage for contraception or any other vital health service required by federal law.","A resolution to memorialize the Congress of the United States to enact legislation that would prohibit for-profit employers from using religious beliefs to deny employees coverage for contraception or any other vital health service required by federal law.",1785,"Senate Insurance",2014-08-13,"Referred To Committee On Insurance",https://legiscan.com/MI/bill/SR0172/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0172
655813,1007,SR0173,4,Passed,2014-08-13,"A resolution recognizing the retirement of Chief Petty Officer Jason R. Betzing after twenty years of service to the United States Coast Guard.","A resolution recognizing the retirement of Chief Petty Officer Jason R. Betzing after twenty years of service to the United States Coast Guard.",0,,2014-08-13,Adopted,https://legiscan.com/MI/bill/SR0173/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0173
655808,1007,SR0174,4,Passed,2014-08-13,"A resolution recognizing the retirement of Eric J. Koch after more than twenty years of service to the United States Coast Guard.","A resolution recognizing the retirement of Eric J. Koch after more than twenty years of service to the United States Coast Guard.",0,,2014-08-13,Adopted,https://legiscan.com/MI/bill/SR0174/2013,http://legislature.mi.gov/doc.aspx?2014-SR-0174
