bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
224250,114,HB4001,1,Introduced,2011-01-13,"Michigan business tax; surcharge; surcharge tax; repeal. Repeals sec. 281 of 2007 PA 36 (MCL 208.1281).","Michigan business tax; surcharge; surcharge tax; repeal. Repeals sec. 281 of 2007 PA 36 (MCL 208.1281).",825,"House Tax Policy",2011-01-18,"Printed Bill Filed 01/14/2011",https://legiscan.com/MI/bill/HB4001/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4001
335982,114,SB0457,4,Passed,2012-07-18,"Counties; employees and officers; establishment of elderly and vulnerable adult death review team; allow county medical examiner to establish and prescribe its powers and duties. Amends secs. 1c, 2 & 3 of 1953 PA 181 (MCL 52.201c et seq.).","Counties; employees and officers; establishment of elderly and vulnerable adult death review team; allow county medical examiner to establish and prescribe its powers and duties. Amends secs. 1c, 2 & 3 of 1953 PA 181 (MCL 52.201c et seq.).",0,,2012-07-18,"Assigned Pa 0171'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0457/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0457
336003,114,SB0458,1,Introduced,2011-06-15,"Trade; securities; variable annuities; regulate as securities. Amends sec. 102c of 2008 PA 551 (MCL 451.2102c).","Trade; securities; variable annuities; regulate as securities. Amends sec. 102c of 2008 PA 551 (MCL 451.2102c).",1817,"Senate Families, Seniors And Human Services",2011-06-15,"Referred To Committee On Families, Seniors And Human Services",https://legiscan.com/MI/bill/SB0458/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0458
335953,114,SB0459,4,Passed,2012-07-18,"Crimes; fraud; crime of obtaining signature by fraud and penalties for financial exploitation of vulnerable adults; increase under certain circumstances. Amends secs. 159g, 174a & 273 of 1931 PA 328 (MCL 750.159g et seq.).","Crimes; fraud; crime of obtaining signature by fraud and penalties for financial exploitation of vulnerable adults; increase under certain circumstances. Amends secs. 159g, 174a & 273 of 1931 PA 328 (MCL 750.159g et seq.).",0,,2012-07-18,"Assigned Pa 0172'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0459/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0459
335947,114,SB0460,2,Engrossed,2011-11-03,"Financial institutions; credit unions; written disclosure of rights of account holders; require for joint accounts. Amends 1968 PA 41 (MCL 490.51 - 490.65) by adding sec. 14b.","Financial institutions; credit unions; written disclosure of rights of account holders; require for joint accounts. Amends 1968 PA 41 (MCL 490.51 - 490.65) by adding sec. 14b.",816,"House Banking And Financial Services",2011-11-03,"Referred To Committee On Banking And Financial Services",https://legiscan.com/MI/bill/SB0460/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0460
335973,114,SB0461,4,Passed,2012-07-18,"Probate; guardians and conservators; miscellaneous provisions in EPIC regarding legally incapacitated and other protected and vulnerable individuals; revise. Amends secs. 2802, 2803, 2804, 5314, 5315, 5410, 5422 & 5423 of 1998 PA 386 (MCL 700.2802 et seq.) & adds secs. 5306a & 5319.","Probate; guardians and conservators; miscellaneous provisions in EPIC regarding legally incapacitated and other protected and vulnerable individuals; revise. Amends secs. 2802, 2803, 2804, 5314, 5315, 5410, 5422 & 5423 of 1998 PA 386 (MCL 700.2802 et seq.) & adds secs. 5306a & 5319.",0,,2012-07-18,"Assigned Pa 0173'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0461/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0461
336011,114,SB0462,4,Passed,2012-07-18,"Health facilities; nursing homes; reporting requirements for abuse or neglect in nursing homes; modify. Amends sec. 21771 of 1978 PA 368 (MCL 333.21771).","Health facilities; nursing homes; reporting requirements for abuse or neglect in nursing homes; modify. Amends sec. 21771 of 1978 PA 368 (MCL 333.21771).",0,,2012-07-18,"Assigned Pa 0174'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0462/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0462
335968,114,SB0463,2,Engrossed,2011-11-03,"Human services; other; financial exploitation of vulnerable adult; include in definition of abuse, establish reporting requirements, and provide immunity from certain liability. Amends secs. 11 & 11a of 1939 PA 280 (MCL 400.11 & 400.11a).","Human services; other; financial exploitation of vulnerable adult; include in definition of abuse, establish reporting requirements, and provide immunity from certain liability. Amends secs. 11 & 11a of 1939 PA 280 (MCL 400.11 & 400.11a).",1722,"House Families, Children, And Seniors",2011-11-03,"Referred To Committee On Families, Children, And Seniors",https://legiscan.com/MI/bill/SB0463/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0463
335989,114,SB0464,4,Passed,2012-07-18,"Criminal procedure; other; development of investigative protocols and abuse and neglect interview protocols for vulnerable adults; require by certain agencies. Amends sec. 11b of 1939 PA 280 (MCL 400.11b).","Criminal procedure; other; development of investigative protocols and abuse and neglect interview protocols for vulnerable adults; require by certain agencies. Amends sec. 11b of 1939 PA 280 (MCL 400.11b).",0,,2012-07-18,"Assigned Pa 0175'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0464/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0464
335934,114,SB0465,4,Passed,2012-07-18,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of financial exploitation of vulnerable adult; revise to reflect increased penalties. Amends sec. 16i, ch. XVII of 1927 PA 175 (MCL 777.16i). TIE BAR WITH: SB 0459'11","Criminal procedure; sentencing guidelines; sentencing guidelines for crime of financial exploitation of vulnerable adult; revise to reflect increased penalties. Amends sec. 16i, ch. XVII of 1927 PA 175 (MCL 777.16i). TIE BAR WITH: SB 0459'11",0,,2012-07-18,"Assigned Pa 0168'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0465/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0465
335930,114,SB0466,4,Passed,2012-07-18,"Law enforcement; reports; Mozelle senior or vulnerable adult medical alert program; provide for. Creates new act.","Law enforcement; reports; Mozelle senior or vulnerable adult medical alert program; provide for. Creates new act.",0,,2012-07-18,"Assigned Pa 0176'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0466/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0466
335935,114,SB0467,4,Passed,2012-12-31,"Insurance; annuities; regulation of annuity sales; provide for. Amends secs. 4151, 4153, 4155 & 4165 of 1956 PA 218 (MCL 500.4151 et seq.); adds secs. 4158, 4159, 4160 & 4161 & repeals sec. 4157 of 1956 PA 218 (MCL 500.4157).","Insurance; annuities; regulation of annuity sales; provide for. Amends secs. 4151, 4153, 4155 & 4165 of 1956 PA 218 (MCL 500.4151 et seq.); adds secs. 4158, 4159, 4160 & 4161 & repeals sec. 4157 of 1956 PA 218 (MCL 500.4157).",0,,2012-12-31,"Assigned Pa 0544'12 With Immediate Effect 2012 Addenda",https://legiscan.com/MI/bill/SB0467/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0467
335984,114,SB0468,4,Passed,2012-07-18,"Criminal procedure; arrests; complainant's signature requirement to file a criminal complaint in cases alleging vulnerable adult abuse; prohibit magistrate from refusing to accept complaint because signed upon information and belief by individual other than the victim. Amends sec. 1a, ch. IV of 1927 PA 175 (MCL 764.1a).","Criminal procedure; arrests; complainant's signature requirement to file a criminal complaint in cases alleging vulnerable adult abuse; prohibit magistrate from refusing to accept complaint because signed upon information and belief by individual other than the victim. Amends sec. 1a, ch. IV of 1927 PA 175 (MCL 764.1a).",0,,2012-07-18,"Assigned Pa 0177'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0468/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0468
336007,114,SB0469,1,Introduced,2011-06-15,"State; buildings; conveyance of certain state building in Escanaba to Delta county; provide for. Creates land transfer act.","State; buildings; conveyance of certain state building in Escanaba to Delta county; provide for. Creates land transfer act.",829,"Senate Appropriations",2011-06-15,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/SB0469/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0469
335976,114,SB0470,1,Introduced,2011-06-15,"Land use; zoning and growth management; zoning prohibition of gravel mining; revise standard for determining validity. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).","Land use; zoning and growth management; zoning prohibition of gravel mining; revise standard for determining validity. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).",1789,"Senate Natural Resources, Environment And Great Lakes",2011-06-15,"Referred To Committee On Natural Resources, Environment And Great Lakes",https://legiscan.com/MI/bill/SB0470/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0470
336005,114,SB0471,1,Introduced,2011-06-15,"Property; conveyances; acceptance by the department of natural resources of the Crystal Lake community center in Dickinson county and reconveyance free of certain deed restrictions; provide for. Creates land transfer act.","Property; conveyances; acceptance by the department of natural resources of the Crystal Lake community center in Dickinson county and reconveyance free of certain deed restrictions; provide for. Creates land transfer act.",1789,"Senate Natural Resources, Environment And Great Lakes",2011-06-15,"Referred To Committee On Natural Resources, Environment And Great Lakes",https://legiscan.com/MI/bill/SB0471/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0471
335946,114,SB0472,2,Engrossed,2011-09-07,"Land use; farmland and open space; open space easement exception; revise approving authority and allow waiver of certain tax benefits. Amends secs. 36105 & 36106 of 1994 PA 451 (MCL 324.36105 & 324.36106).","Land use; farmland and open space; open space easement exception; revise approving authority and allow waiver of certain tax benefits. Amends secs. 36105 & 36106 of 1994 PA 451 (MCL 324.36105 & 324.36106).",808,"House Agriculture",2011-09-07,"Referred To Committee On Agriculture",https://legiscan.com/MI/bill/SB0472/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0472
336108,114,SB0473,2,Engrossed,2011-09-15,"Environmental protection; landfills; secondary liner and leachate collection system; eliminate requirement of for research development and demonstration projects. Amends secs. 11511 & 11511b of 1994 PA 451 (MCL 324.11511 & 324.11511b).","Environmental protection; landfills; secondary liner and leachate collection system; eliminate requirement of for research development and demonstration projects. Amends secs. 11511 & 11511b of 1994 PA 451 (MCL 324.11511 & 324.11511b).",1723,"House Natural Resources, Tourism, And Outdoor Recreation",2011-09-15,"Referred To Committee On Natural Resources, Tourism, And Outdoor Recreation",https://legiscan.com/MI/bill/SB0473/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0473
336115,114,SB0474,1,Introduced,2011-06-16,"Elections; registration; resident address on driver license or personal identification card different than resident address on qualified voter file; permit. Amends sec. 590o of 1954 PA 116 (MCL 168.590o). TIE BAR WITH: SB 0475'11","Elections; registration; resident address on driver license or personal identification card different than resident address on qualified voter file; permit. Amends sec. 590o of 1954 PA 116 (MCL 168.590o). TIE BAR WITH: SB 0475'11",1784,"Senate Local Government And Elections",2011-06-16,"Referred To Committee On Local Government And Elections",https://legiscan.com/MI/bill/SB0474/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0474
336107,114,SB0475,1,Introduced,2011-06-16,"Traffic control; driver license; resident address on driver license different than resident address on qualified voter file; permit. Amends secs. 307 & 315 of 1949 PA 300 (MCL 257.307 & 257.315). TIE BAR WITH: SB 0474'11","Traffic control; driver license; resident address on driver license different than resident address on qualified voter file; permit. Amends secs. 307 & 315 of 1949 PA 300 (MCL 257.307 & 257.315). TIE BAR WITH: SB 0474'11",1784,"Senate Local Government And Elections",2011-06-16,"Referred To Committee On Local Government And Elections",https://legiscan.com/MI/bill/SB0475/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0475
336105,114,SB0476,1,Introduced,2011-06-16,"Elections; absent voters; absent voter ballot; allow first-time voters to utilize. Amends sec. 509t of 1954 PA 116 (MCL 168.509t).","Elections; absent voters; absent voter ballot; allow first-time voters to utilize. Amends sec. 509t of 1954 PA 116 (MCL 168.509t).",1784,"Senate Local Government And Elections",2011-06-16,"Referred To Committee On Local Government And Elections",https://legiscan.com/MI/bill/SB0476/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0476
336132,114,SB0477,1,Introduced,2011-06-16,"Economic development; economic development corporations; eligibility for property owned by a nonprofit foundation and located in a renaissance zone; extend. Amends sec. 4 of 1996 PA 376 (MCL 125.2684).","Economic development; economic development corporations; eligibility for property owned by a nonprofit foundation and located in a renaissance zone; extend. Amends sec. 4 of 1996 PA 376 (MCL 125.2684).",1788,"Senate Economic Development",2011-06-16,"Referred To Committee On Economic Development",https://legiscan.com/MI/bill/SB0477/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0477
336125,114,SB0478,1,Introduced,2011-06-16,"Vehicles; fund-raising registration plates; ""In God We Trust"" fund-raising plate; create, and earmark proceeds to the general fund. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.","Vehicles; fund-raising registration plates; ""In God We Trust"" fund-raising plate; create, and earmark proceeds to the general fund. Amends sec. 811e of 1949 PA 300 (MCL 257.811e) & adds sec. 811r.",847,"Senate Transportation",2011-06-16,"Referred To Committee On Transportation",https://legiscan.com/MI/bill/SB0478/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0478
336103,114,SB0479,1,Introduced,2011-06-16,"Health; pharmaceuticals; pharmacist interchanging an anticonvulsant drug without notification to and consent of prescribing physician and patient; prohibit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 17769.","Health; pharmaceuticals; pharmacist interchanging an anticonvulsant drug without notification to and consent of prescribing physician and patient; prohibit. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 17769.",839,"Senate Health Policy",2011-06-16,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0479/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0479
336232,114,SB0480,1,Introduced,2011-06-16,"Income tax; income; business income tax base; modify. Amends sec. 623 of 1967 PA 281 (MCL 206.623).","Income tax; income; business income tax base; modify. Amends sec. 623 of 1967 PA 281 (MCL 206.623).",1786,"Senate Reforms, Restructuring And Reinventing",2011-06-16,"Referred To Committee On Reforms, Restructuring And Reinventing",https://legiscan.com/MI/bill/SB0480/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0480
336124,114,SB0481,1,Introduced,2011-06-16,"Occupations; nurses; advanced practice registered nurse (a.p.r.n.); establish license for nurse midwives, nurse practitioners, and clinical nurse specialists and provide other general amendments. Amends secs. 2701, 5119, 16327, 16333, 17033, 17201, 17210, 17211, 17221, 17533, 17607, 17708, 17745 & 17820 of 1978 PA 368 (MCL 333.2701 et seq.) & adds secs. 17202 & 17712.","Occupations; nurses; advanced practice registered nurse (a.p.r.n.); establish license for nurse midwives, nurse practitioners, and clinical nurse specialists and provide other general amendments. Amends secs. 2701, 5119, 16327, 16333, 17033, 17201, 17210, 17211, 17221, 17533, 17607, 17708, 17745 & 17820 of 1978 PA 368 (MCL 333.2701 et seq.) & adds secs. 17202 & 17712.",839,"Senate Health Policy",2011-06-16,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/SB0481/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0481
336118,114,SB0482,1,Introduced,2011-06-16,"Criminal procedure; sex offender registration; prohibited areas for sex offenders to loiter; expand to include area within 1,000 feet of a child care organizations. Amends sec. 34 of 1994 PA 295 (MCL 28.734).","Criminal procedure; sex offender registration; prohibited areas for sex offenders to loiter; expand to include area within 1,000 feet of a child care organizations. Amends sec. 34 of 1994 PA 295 (MCL 28.734).",842,"Senate Judiciary",2011-06-16,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0482/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0482
336104,114,SB0483,4,Passed,2011-12-28,"Employment security; funds; Michigan employment security financing act to provide for the issuance of bonds; create. Creates new act. TIE BAR WITH: SB 0484'11, SB 0806'11","Employment security; funds; Michigan employment security financing act to provide for the issuance of bonds; create. Creates new act. TIE BAR WITH: SB 0484'11, SB 0806'11",0,,2011-12-28,"Assigned Pa 0267'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0483/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0483
336119,114,SB0484,4,Passed,2011-12-28,"Employment security; funds; means of financing employment security deficits; modify. Amends title & sec. 2 of 1936 (Ex Sess) PA 1 (MCL 421.2) & adds secs. 10a & 26a. TIE BAR WITH: SB 0483'11, SB 0806'11","Employment security; funds; means of financing employment security deficits; modify. Amends title & sec. 2 of 1936 (Ex Sess) PA 1 (MCL 421.2) & adds secs. 10a & 26a. TIE BAR WITH: SB 0483'11, SB 0806'11",0,,2011-12-28,"Assigned Pa 0268'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0484/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0484
336135,114,SB0485,4,Passed,2011-09-14,"Cities; home rule; minimum staffing requirements for city employees; prohibit. Amends sec. 5 of 1909 PA 279 (MCL 117.5).","Cities; home rule; minimum staffing requirements for city employees; prohibit. Amends sec. 5 of 1909 PA 279 (MCL 117.5).",0,,2011-09-14,"Assigned Pa 0133'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0485/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0485
336134,114,SB0486,4,Passed,2011-09-14,"Counties; boards and commissions; minimum staffing requirements for county employees; prohibit. Amends 1851 PA 156 (MCL 46.1 - 46.32) by adding sec. 11d.","Counties; boards and commissions; minimum staffing requirements for county employees; prohibit. Amends 1851 PA 156 (MCL 46.1 - 46.32) by adding sec. 11d.",0,,2011-09-14,"Assigned Pa 0134'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0486/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0486
336250,114,SB0487,4,Passed,2011-09-14,"Counties; charter; minimum staffing requirements for county employees; prohibit. Amends 1966 PA 293 (MCL 45.501 - 45.521) by adding sec. 15b.","Counties; charter; minimum staffing requirements for county employees; prohibit. Amends 1966 PA 293 (MCL 45.501 - 45.521) by adding sec. 15b.",0,,2011-09-14,"Assigned Pa 0135'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0487/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0487
336138,114,SB0488,4,Passed,2011-09-14,"Counties; other; minimum staffing requirements for employees of an optional unified form of county government; prohibit. Amends 1973 PA 139 (MCL 45.551 - 45.573) by adding sec. 6b.","Counties; other; minimum staffing requirements for employees of an optional unified form of county government; prohibit. Amends 1973 PA 139 (MCL 45.551 - 45.573) by adding sec. 6b.",0,,2011-09-14,"Assigned Pa 0136'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0488/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0488
336184,114,SB0489,4,Passed,2011-09-14,"Townships; charter; minimum staffing requirements for charter township employees; prohibit. Amends 1947 PA 359 (MCL 42.1 - 42.34) by adding sec. 1b.","Townships; charter; minimum staffing requirements for charter township employees; prohibit. Amends 1947 PA 359 (MCL 42.1 - 42.34) by adding sec. 1b.",0,,2011-09-14,"Assigned Pa 0137'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0489/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0489
336139,114,SB0490,4,Passed,2011-09-14,"Townships; general law; minimum staffing requirements for township employees; prohibit. Amends 1846 RS 16 (MCL 41.1a - 41.110c) by adding sec. 3a.","Townships; general law; minimum staffing requirements for township employees; prohibit. Amends 1846 RS 16 (MCL 41.1a - 41.110c) by adding sec. 3a.",0,,2011-09-14,"Assigned Pa 0138'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0490/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0490
336141,114,SB0491,4,Passed,2011-09-14,"Villages; home rule; minimum staffing requirements for village employees; prohibit. Amends sec. 26 of 1909 PA 278 (MCL 78.26).","Villages; home rule; minimum staffing requirements for village employees; prohibit. Amends sec. 26 of 1909 PA 278 (MCL 78.26).",0,,2011-09-14,"Assigned Pa 0139'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0491/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0491
336211,114,SB0492,4,Passed,2011-09-14,"Villages; general law; minimum staffing requirements for village employees; prohibit. Amends 1895 PA 3 (MCL 61.1 - 74.25) by adding sec. 1d to ch. I.","Villages; general law; minimum staffing requirements for village employees; prohibit. Amends 1895 PA 3 (MCL 61.1 - 74.25) by adding sec. 1d to ch. I.",0,,2011-09-14,"Assigned Pa 0140'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0492/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0492
336245,114,SB0493,4,Passed,2011-12-28,"Labor; collective bargaining; the decision to consolidate services with other public employers; exempt from collective bargaining requirements. Amends sec. 15 of 1947 PA 336 (MCL 423.215).","Labor; collective bargaining; the decision to consolidate services with other public employers; exempt from collective bargaining requirements. Amends sec. 15 of 1947 PA 336 (MCL 423.215).",0,,2011-12-28,"Assigned Pa 0260'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0493/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0493
336206,114,SB0494,4,Passed,2011-10-05,"State; identification cards; electronic verification and certification in lieu of applicants' signature; allow, and require applicant to document authority to be present in the United States. Amends secs. 1, 2, 3, 5 & 7 of 1972 PA 222 (MCL 28.291 et seq.).","State; identification cards; electronic verification and certification in lieu of applicants' signature; allow, and require applicant to document authority to be present in the United States. Amends secs. 1, 2, 3, 5 & 7 of 1972 PA 222 (MCL 28.291 et seq.).",0,,2011-10-05,"Assigned Pa 0158'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0494/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0494
336217,114,SB0495,4,Passed,2011-10-05,"Traffic control; driver license; commercial driver licensing and internal registration plan requirements and certain sunset provisions; modify. Amends secs. 57, 208b, 217a, 232, 301, 303, 306, 307, 307a, 312e, 312f, 312h, 314, 319b, 319d, 319f, 319g, 320a, 602b, 605, 732, 801, 801g, 802, 803b, 803r, 804, 806, 809, 811e, 811h & 907 of 1949 PA 300 (MCL 257.57 et seq.) & adds sec. 36b.","Traffic control; driver license; commercial driver licensing and internal registration plan requirements and certain sunset provisions; modify. Amends secs. 57, 208b, 217a, 232, 301, 303, 306, 307, 307a, 312e, 312f, 312h, 314, 319b, 319d, 319f, 319g, 320a, 602b, 605, 732, 801, 801g, 802, 803b, 803r, 804, 806, 809, 811e, 811h & 907 of 1949 PA 300 (MCL 257.57 et seq.) & adds sec. 36b.",0,,2011-10-05,"Assigned Pa 0159'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0495/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0495
336233,114,SB0496,4,Passed,2011-10-05,"Transportation; carriers; commercial driver licensing requirements; modify to comply with federal requirements. Amends secs. 1a, 2d & 5 of 1963 PA 181 (MCL 480.11a et seq.) & repeals secs. 4 & 4a of 1963 PA 181 (MCL 480.14 & 480.14a). TIE BAR WITH: SB 0495'11","Transportation; carriers; commercial driver licensing requirements; modify to comply with federal requirements. Amends secs. 1a, 2d & 5 of 1963 PA 181 (MCL 480.11a et seq.) & repeals secs. 4 & 4a of 1963 PA 181 (MCL 480.14 & 480.14a). TIE BAR WITH: SB 0495'11",0,,2011-10-05,"Assigned Pa 0160'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0496/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0496
336187,114,SB0497,1,Introduced,2011-06-16,"Legislature; apportionment; redistricting of congressional districts; provide for. Amends title & secs. 3 & 5 of 1964 PA 282 (MCL 3.53 & 3.55); adds secs. 1a & 4a & repeals sec. 1 of 1964 PA 282 (MCL 3.51).","Legislature; apportionment; redistricting of congressional districts; provide for. Amends title & secs. 3 & 5 of 1964 PA 282 (MCL 3.53 & 3.55); adds secs. 1a & 4a & repeals sec. 1 of 1964 PA 282 (MCL 3.51).",2627,"Senate Redistricting",2011-06-16,"Referred To Committee On Redistricting",https://legiscan.com/MI/bill/SB0497/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0497
336218,114,SB0498,4,Passed,2011-08-24,"Legislature; apportionment; redistricting of senate and house of representatives; provide for. Amends title & secs. 3 & 6 of 2001 PA 116 (MCL 4.2003 & 4.2006) & adds secs. 1a, 2a & 5a.","Legislature; apportionment; redistricting of senate and house of representatives; provide for. Amends title & secs. 3 & 6 of 2001 PA 116 (MCL 4.2003 & 4.2006) & adds secs. 1a, 2a & 5a.",0,,2011-08-24,"Assigned Pa 0129'11",https://legiscan.com/MI/bill/SB0498/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0498
336180,114,SB0499,4,Passed,2012-05-23,"Recreation; trails; rail trails; authorize installation of telecommunication facilities under certain circumstances. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 72116.","Recreation; trails; rail trails; authorize installation of telecommunication facilities under certain circumstances. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 72116.",0,,2012-05-23,"Assigned Pa 0138'12 With Immediate Effect",https://legiscan.com/MI/bill/SB0499/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0499
336195,114,SB0500,1,Introduced,2011-06-16,"Employment security; benefits; suitable work requirements; modify. Amends sec. 29 of 1936 (Ex Sess) PA 1 (MCL 421.29).","Employment security; benefits; suitable work requirements; modify. Amends sec. 29 of 1936 (Ex Sess) PA 1 (MCL 421.29).",1788,"Senate Economic Development",2011-06-16,"Referred To Committee On Economic Development",https://legiscan.com/MI/bill/SB0500/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0500
336146,114,SB0501,1,Introduced,2011-06-16,"Employment security; benefits; formula for weekly benefit amounts and seasonal employment; modify. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).","Employment security; benefits; formula for weekly benefit amounts and seasonal employment; modify. Amends sec. 27 of 1936 (Ex Sess) PA 1 (MCL 421.27).",1788,"Senate Economic Development",2011-06-16,"Referred To Committee On Economic Development",https://legiscan.com/MI/bill/SB0501/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0501
336597,114,SB0502,4,Passed,2011-12-13,"Liquor; licenses; license to serve alcohol at certain community colleges and universities; allow. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 513a.","Liquor; licenses; license to serve alcohol at certain community colleges and universities; allow. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 513a.",0,,2011-12-13,"Assigned Pa 0249'11 With Immediate Effect",https://legiscan.com/MI/bill/SB0502/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0502
336595,114,SB0503,1,Introduced,2011-06-21,"Education; teachers; teacher tenure hearing and appeal processes; modify. Amends secs. 3, 4, 4a & 5, art. IV, sec. 1, art. VI & sec. 7, art. VII of 1937 (Ex Sess) PA 4 (MCL 38.103 et seq.) & repeals secs. 1, 2, 3, 4, 5, 6, 8, 9 & 10, art. VII of 1937 (Ex Sess) PA 4 (MCL 38.131 et seq.).","Education; teachers; teacher tenure hearing and appeal processes; modify. Amends secs. 3, 4, 4a & 5, art. IV, sec. 1, art. VI & sec. 7, art. VII of 1937 (Ex Sess) PA 4 (MCL 38.103 et seq.) & repeals secs. 1, 2, 3, 4, 5, 6, 8, 9 & 10, art. VII of 1937 (Ex Sess) PA 4 (MCL 38.131 et seq.).",834,"Senate Education",2011-06-21,"Referred To Committee On Education",https://legiscan.com/MI/bill/SB0503/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0503
336543,114,SB0504,1,Introduced,2011-06-21,"Health; medical marihuana; dispensing medical marihuana within 1,000 feet of a church or school; prohibit. Amends sec. 4 of 2008 IL 1 (MCL 333.26424).","Health; medical marihuana; dispensing medical marihuana within 1,000 feet of a church or school; prohibit. Amends sec. 4 of 2008 IL 1 (MCL 333.26424).",0,,2011-06-29,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/SB0504/2011,http://legislature.mi.gov/doc.aspx?2011-SB-0504
