bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
86852,36,HB4001,1,Introduced,2009-01-22,"Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).","Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).",825,"House Tax Policy",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4001/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4001
89252,36,SB0429,1,Introduced,2009-04-02,"Criminal procedure; evidence; requirement for DNA testing upon arrest for certain crimes; eliminate. Amends sec. 520m of 1931 PA 328 (MCL 750.520m).","Criminal procedure; evidence; requirement for DNA testing upon arrest for certain crimes; eliminate. Amends sec. 520m of 1931 PA 328 (MCL 750.520m).",842,"Senate Judiciary",2009-04-02,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0429/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0429
89253,36,SB0430,4,Passed,2009-09-15,"Land use; zoning and growth management; airport zoning permits or variances for new construction; provide for automatic grant of under certain circumstances. Amends 1950 (Ex Sess) PA 23 (MCL 259.431 - 259.465) by adding sec. 24a.","Land use; zoning and growth management; airport zoning permits or variances for new construction; provide for automatic grant of under certain circumstances. Amends 1950 (Ex Sess) PA 23 (MCL 259.431 - 259.465) by adding sec. 24a.",0,,2009-09-15,"Assigned Pa 0089'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0430/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0430
89254,36,SB0431,2,Engrossed,2009-06-17,"Administrative procedure; rules; cost benefit analysis regarding departmental rule change; require as part of the request for rule-making and limit scope of certain rules. Amends sec. 39 of 1969 PA 306 (MCL 24.239). TIE BAR WITH: SB 0013'09, SB 0434'09","Administrative procedure; rules; cost benefit analysis regarding departmental rule change; require as part of the request for rule-making and limit scope of certain rules. Amends sec. 39 of 1969 PA 306 (MCL 24.239). TIE BAR WITH: SB 0013'09, SB 0434'09",820,"House Great Lakes And Environment",2009-06-17,"Referred To Committee On Great Lakes And Environment",https://legiscan.com/MI/bill/SB0431/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0431
89255,36,SB0432,4,Passed,2009-06-23,"Liquor; licenses; license to serve alcohol on certain premises of Wayne state university; allow under certain circumstances. Amends sec. 513 of 1998 PA 58 (MCL 436.1513).","Liquor; licenses; license to serve alcohol on certain premises of Wayne state university; allow under certain circumstances. Amends sec. 513 of 1998 PA 58 (MCL 436.1513).",0,,2009-06-23,"Assigned Pa 0048'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0432/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0432
89256,36,SB0433,4,Passed,2009-12-17,"Traffic control; traffic regulation; limitation on posted bond for certain weight violations; revise. Amends sec. 724 of 1949 PA 300 (MCL 257.724).","Traffic control; traffic regulation; limitation on posted bond for certain weight violations; revise. Amends sec. 724 of 1949 PA 300 (MCL 257.724).",0,,2009-12-17,"Assigned Pa 0169'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0433/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0433
89257,36,SB0434,2,Engrossed,2009-06-17,"Administrative procedure; rules; use of certain orders, bulletins, and guidelines; establish limit and provide for regulatory flexibility for small businesses. Amends secs. 3, 32, 39, 40, 43, 45, 61 & 64 of 1969 PA 306 (MCL 24.203 et seq.). TIE BAR WITH: SB 0013'09, SB 0431'09","Administrative procedure; rules; use of certain orders, bulletins, and guidelines; establish limit and provide for regulatory flexibility for small businesses. Amends secs. 3, 32, 39, 40, 43, 45, 61 & 64 of 1969 PA 306 (MCL 24.203 et seq.). TIE BAR WITH: SB 0013'09, SB 0431'09",820,"House Great Lakes And Environment",2009-06-17,"Referred To Committee On Great Lakes And Environment",https://legiscan.com/MI/bill/SB0434/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0434
89258,36,SB0435,2,Engrossed,2009-06-17,"Administrative procedure; rules; review of existing and new rules; provide for on a periodic basis. Amends sec. 53 of 1969 PA 306 (MCL 24.253).","Administrative procedure; rules; review of existing and new rules; provide for on a periodic basis. Amends sec. 53 of 1969 PA 306 (MCL 24.253).",820,"House Great Lakes And Environment",2009-06-17,"Referred To Committee On Great Lakes And Environment",https://legiscan.com/MI/bill/SB0435/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0435
89259,36,SB0436,2,Engrossed,2009-06-18,"Environmental protection; permits; private sector review of certain environmental permits; establish. Amends secs. 1307 & 1311 of 1994 PA 451 (MCL 324.1307 & 324.1311) & adds sec. 1313.","Environmental protection; permits; private sector review of certain environmental permits; establish. Amends secs. 1307 & 1311 of 1994 PA 451 (MCL 324.1307 & 324.1311) & adds sec. 1313.",820,"House Great Lakes And Environment",2009-06-18,"Referred To Committee On Great Lakes And Environment",https://legiscan.com/MI/bill/SB0436/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0436
89260,36,SB0437,2,Engrossed,2010-08-18,"Environmental protection; cleanups; clean-up standards; provide for. Amends secs. 20101 & 20120a of 1994 PA 451 (MCL 324.20101 & 324.20120a). TIE BAR WITH: HB 6360'10, HB 6363'10, SB 1345'10, SB 1346'10, SB 1348'10","Environmental protection; cleanups; clean-up standards; provide for. Amends secs. 20101 & 20120a of 1994 PA 451 (MCL 324.20101 & 324.20120a). TIE BAR WITH: HB 6360'10, HB 6363'10, SB 1345'10, SB 1346'10, SB 1348'10",0,,2010-11-10,"Referred To Second Reading",https://legiscan.com/MI/bill/SB0437/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0437
89261,36,SB0438,2,Engrossed,2009-06-17,"Environmental protection; other; stratified random sampling process; establish for inspections under NREPA. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 1505.","Environmental protection; other; stratified random sampling process; establish for inspections under NREPA. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 1505.",820,"House Great Lakes And Environment",2009-06-17,"Referred To Committee On Great Lakes And Environment",https://legiscan.com/MI/bill/SB0438/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0438
89262,36,SB0439,2,Engrossed,2009-06-17,"Environmental protection; other; NREPA programs; require peer review or benchmark analysis. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 27.","Environmental protection; other; NREPA programs; require peer review or benchmark analysis. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding pt. 27.",820,"House Great Lakes And Environment",2009-06-17,"Referred To Committee On Great Lakes And Environment",https://legiscan.com/MI/bill/SB0439/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0439
89263,36,SB0440,1,Introduced,2009-04-02,"Insurance; no-fault; insurer interests in certain motor vehicle repair facilities; prohibit. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding ch. 21A.","Insurance; no-fault; insurer interests in certain motor vehicle repair facilities; prohibit. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding ch. 21A.",833,"Senate Economic Development & Regulatory Reform",2009-04-02,"Referred To Committee On Economic Development And Regulatory Reform",https://legiscan.com/MI/bill/SB0440/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0440
89264,36,SB0441,1,Introduced,2009-04-21,"Vehicles; driver training; number of passengers in vehicle with a stage II driver; clarify. Amends sec. 310e of 1949 PA 300 (MCL 257.310e).","Vehicles; driver training; number of passengers in vehicle with a stage II driver; clarify. Amends sec. 310e of 1949 PA 300 (MCL 257.310e).",847,"Senate Transportation",2009-04-21,"Referred To Committee On Transportation",https://legiscan.com/MI/bill/SB0441/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0441
89265,36,SB0442,1,Introduced,2009-04-21,"Public employees and officers; other; restrictions on expenditure of proceeds of lawsuit settlements; establish. Amends sec. 33 of 1846 RS 12 (MCL 14.33).","Public employees and officers; other; restrictions on expenditure of proceeds of lawsuit settlements; establish. Amends sec. 33 of 1846 RS 12 (MCL 14.33).",842,"Senate Judiciary",2009-04-21,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0442/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0442
89266,36,SB0443,1,Introduced,2009-04-21,"Public employees and officers; ethics; financial disclosure report; require certain candidates for elective office and state officials to file. Creates new act.","Public employees and officers; ethics; financial disclosure report; require certain candidates for elective office and state officials to file. Creates new act.",831,"Senate Campaign & Election Oversight",2009-04-21,"Referred To Committee On Campaign And Election Oversight",https://legiscan.com/MI/bill/SB0443/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0443
89267,36,SB0444,1,Introduced,2009-04-21,"Employment security; benefits; extension of benefits to individuals enrolled in a state-approved job training program; provide for. Amends secs. 27 & 28 of 1936 (Ex Sess) PA 1 (MCL 421.27 & 421.28).","Employment security; benefits; extension of benefits to individuals enrolled in a state-approved job training program; provide for. Amends secs. 27 & 28 of 1936 (Ex Sess) PA 1 (MCL 421.27 & 421.28).",832,"Senate Commerce & Tourism",2009-04-21,"Referred To Committee On Commerce And Tourism",https://legiscan.com/MI/bill/SB0444/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0444
89268,36,SB0445,1,Introduced,2009-04-21,"Employment security; benefits; eligibility for part-time employees; provide for under certain conditions. Amends sec. 28 of 1936 (Ex Sess) PA 1 (MCL 421.28).","Employment security; benefits; eligibility for part-time employees; provide for under certain conditions. Amends sec. 28 of 1936 (Ex Sess) PA 1 (MCL 421.28).",832,"Senate Commerce & Tourism",2009-04-21,"Referred To Committee On Commerce And Tourism",https://legiscan.com/MI/bill/SB0445/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0445
89269,36,SB0446,1,Introduced,2009-04-21,"Human services; medical services; premiums for medicaid ""freedom to work"" program; modify. Amends sec. 106a of 1939 PA 280 (MCL 400.106a). TIE BAR WITH: SB 0447'09","Human services; medical services; premiums for medicaid ""freedom to work"" program; modify. Amends sec. 106a of 1939 PA 280 (MCL 400.106a). TIE BAR WITH: SB 0447'09",836,"Senate Families & Human Services",2009-04-21,"Referred To Committee On Families And Human Services",https://legiscan.com/MI/bill/SB0446/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0446
89270,36,SB0447,1,Introduced,2009-04-21,"Human services; medical services; income eligibility for medicaid program; modify. Amends sec. 106a of 1939 PA 280 (MCL 400.106a). TIE BAR WITH: SB 0446'09","Human services; medical services; income eligibility for medicaid program; modify. Amends sec. 106a of 1939 PA 280 (MCL 400.106a). TIE BAR WITH: SB 0446'09",836,"Senate Families & Human Services",2009-04-21,"Referred To Committee On Families And Human Services",https://legiscan.com/MI/bill/SB0447/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0447
89271,36,SB0448,2,Engrossed,2009-10-20,"Traffic control; violations; weight restrictions during frost restriction periods; provide exemption for septage waste haulers. Amends sec. 722 of 1949 PA 300 (MCL 257.722).","Traffic control; violations; weight restrictions during frost restriction periods; provide exemption for septage waste haulers. Amends sec. 722 of 1949 PA 300 (MCL 257.722).",827,"House Transportation",2009-10-20,"Referred To Committee On Transportation",https://legiscan.com/MI/bill/SB0448/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0448
89272,36,SB0449,2,Engrossed,2009-06-25,"Law enforcement; other; definition of regularly employed; clarify in commission on law enforcement standards act and allow for certain waivers. Amends secs. 2 & 9 of 1965 PA 203 (MCL 28.602 & 28.609).","Law enforcement; other; definition of regularly employed; clarify in commission on law enforcement standards act and allow for certain waivers. Amends secs. 2 & 9 of 1965 PA 203 (MCL 28.602 & 28.609).",0,,2010-11-30,"Referred To Second Reading",https://legiscan.com/MI/bill/SB0449/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0449
89273,36,SB0450,1,Introduced,2009-04-21,"Property tax; exemptions; personal property of Masonic associations used for Masonic purposes; exempt from certain property taxes. Amends 1895 PA 1 (MCL 457.221 - 457.227) by adding sec. 4a.","Property tax; exemptions; personal property of Masonic associations used for Masonic purposes; exempt from certain property taxes. Amends 1895 PA 1 (MCL 457.221 - 457.227) by adding sec. 4a.",837,"Senate Finance",2009-04-21,"Referred To Committee On Finance",https://legiscan.com/MI/bill/SB0450/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0450
89274,36,SB0451,1,Introduced,2009-04-22,"Education; curricula; reorganization of certain failing schools; provide for. Amends sec. 1280 of 1976 PA 451 (MCL 380.1280) & adds sec. 1280c.","Education; curricula; reorganization of certain failing schools; provide for. Amends sec. 1280 of 1976 PA 451 (MCL 380.1280) & adds sec. 1280c.",834,"Senate Education",2009-04-22,"Referred To Committee On Education",https://legiscan.com/MI/bill/SB0451/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0451
89275,36,SB0452,1,Introduced,2009-04-22,"Education; financing; financial incentives for students based on performance in core classes; require for certain high schools. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280d.","Education; financing; financial incentives for students based on performance in core classes; require for certain high schools. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280d.",834,"Senate Education",2009-04-22,"Referred To Committee On Education",https://legiscan.com/MI/bill/SB0452/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0452
89276,36,SB0453,1,Introduced,2009-04-22,"Education; teachers; incentive pay for teachers at certain failing schools; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280e.","Education; teachers; incentive pay for teachers at certain failing schools; require. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1280e.",834,"Senate Education",2009-04-22,"Referred To Committee On Education",https://legiscan.com/MI/bill/SB0453/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0453
89277,36,SB0454,1,Introduced,2009-04-22,"Michigan business tax; gross receipts; definition of gross receipts; exclude certain amounts charged by a pharmacy benefit manager. Amends sec. 111 of 2007 PA 36 (MCL 208.1111).","Michigan business tax; gross receipts; definition of gross receipts; exclude certain amounts charged by a pharmacy benefit manager. Amends sec. 111 of 2007 PA 36 (MCL 208.1111).",837,"Senate Finance",2009-04-22,"Referred To Committee On Finance",https://legiscan.com/MI/bill/SB0454/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0454
89278,36,SB0455,4,Passed,2010-04-27,"Elections; recounts; filing of recount petition with the clerk of the board of canvassers; clarify which board of canvassers for school district elections. Amends sec. 866 of 1954 PA 116 (MCL 168.866). TIE BAR WITH: SB 0129'09, SB 0130'09","Elections; recounts; filing of recount petition with the clerk of the board of canvassers; clarify which board of canvassers for school district elections. Amends sec. 866 of 1954 PA 116 (MCL 168.866). TIE BAR WITH: SB 0129'09, SB 0130'09",0,,2010-04-27,"Assigned Pa 0053'10 With Immediate Effect",https://legiscan.com/MI/bill/SB0455/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0455
89279,36,SB0456,1,Introduced,2009-04-22,"Michigan business tax; credit; tax credit for research, development, and manufacturing of photovoltaic energy; extend sunset. Amends sec. 430 of 2007 PA 36 (MCL 208.1430).","Michigan business tax; credit; tax credit for research, development, and manufacturing of photovoltaic energy; extend sunset. Amends sec. 430 of 2007 PA 36 (MCL 208.1430).",837,"Senate Finance",2009-04-22,"Referred To Committee On Finance",https://legiscan.com/MI/bill/SB0456/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0456
89280,36,SB0457,1,Introduced,2009-04-22,"Education; school districts; operating a school or any educational program outside district boundaries; prohibit without written consent. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1259.","Education; school districts; operating a school or any educational program outside district boundaries; prohibit without written consent. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1259.",834,"Senate Education",2009-04-22,"Referred To Committee On Education",https://legiscan.com/MI/bill/SB0457/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0457
89281,36,SB0458,1,Introduced,2009-04-22,"Criminal procedure; sentencing; requirement of presentence report for nonpayment of support; eliminate. Amends sec. 14, ch. XI of 1927 PA 175 (MCL 771.14).","Criminal procedure; sentencing; requirement of presentence report for nonpayment of support; eliminate. Amends sec. 14, ch. XI of 1927 PA 175 (MCL 771.14).",842,"Senate Judiciary",2009-04-22,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0458/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0458
89282,36,SB0459,1,Introduced,2009-04-23,"Traffic control; driver license; notification of license suspension for failure to pay driver responsibility fee; require. Amends sec. 732a of 1949 PA 300 (MCL 257.732a).","Traffic control; driver license; notification of license suspension for failure to pay driver responsibility fee; require. Amends sec. 732a of 1949 PA 300 (MCL 257.732a).",847,"Senate Transportation",2009-04-23,"Referred To Committee On Transportation",https://legiscan.com/MI/bill/SB0459/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0459
89283,36,SB0460,1,Introduced,2009-04-23,"Transportation; other; card for persons with disabilities to ride mass transit; allow card to be recognized in all counties. Amends sec. 10e of 1951 PA 51 (MCL 247.660e).","Transportation; other; card for persons with disabilities to ride mass transit; allow card to be recognized in all counties. Amends sec. 10e of 1951 PA 51 (MCL 247.660e).",847,"Senate Transportation",2009-04-23,"Referred To Committee On Transportation",https://legiscan.com/MI/bill/SB0460/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0460
89284,36,SB0461,1,Introduced,2009-04-23,"Tobacco; other; penalties for selling tobacco products to a minor; increase. Amends sec. 1 of 1915 PA 31 (MCL 722.641).","Tobacco; other; penalties for selling tobacco products to a minor; increase. Amends sec. 1 of 1915 PA 31 (MCL 722.641).",842,"Senate Judiciary",2009-04-23,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0461/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0461
89285,36,SB0462,4,Passed,2009-08-05,"Financial institutions; loan officers; mortgage loan officer licensing; adopt statute that complies with federal SAFE act requirements. Creates new act. TIE BAR WITH: SB 0463'09, SB 0464'09, SB 0465'09","Financial institutions; loan officers; mortgage loan officer licensing; adopt statute that complies with federal SAFE act requirements. Creates new act. TIE BAR WITH: SB 0463'09, SB 0464'09, SB 0465'09",0,,2009-08-05,"Assigned Pa 0075'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0462/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0462
89286,36,SB0463,4,Passed,2009-08-05,"Financial institutions; mortgage brokers and lenders; mortgage brokers, lenders, and servicers licensing act; amend to comply with federal SAFE act requirements. Amends title & secs. 1a, 2, 8, 10, 11, 12, 14, 29 & 33 of 1987 PA 173 (MCL 445.1651a et seq.) & repeals secs. 2a, 2b, 2c & 22b of 1987 PA 173 (MCL 445.1652a et seq.). TIE BAR WITH: SB 0462'09","Financial institutions; mortgage brokers and lenders; mortgage brokers, lenders, and servicers licensing act; amend to comply with federal SAFE act requirements. Amends title & secs. 1a, 2, 8, 10, 11, 12, 14, 29 & 33 of 1987 PA 173 (MCL 445.1651a et seq.) & repeals secs. 2a, 2b, 2c & 22b of 1987 PA 173 (MCL 445.1652a et seq.). TIE BAR WITH: SB 0462'09",0,,2009-08-05,"Assigned Pa 0076'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0463/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0463
89287,36,SB0464,4,Passed,2009-08-05,"Financial institutions; mortgage brokers and lenders; secondary mortgage loan act; amend to comply with federal SAFE act requirements. Amends title & secs. 1, 2, 6, 6a, 6b, 11, 13, 20, 22 & 27 of 1981 PA 125 (MCL 493.51 et seq.) & repeals secs. 2a, 2b, 2c, 2d & 26a of 1981 PA 125 (MCL 493.52a et seq.). TIE BAR WITH: SB 0462'09","Financial institutions; mortgage brokers and lenders; secondary mortgage loan act; amend to comply with federal SAFE act requirements. Amends title & secs. 1, 2, 6, 6a, 6b, 11, 13, 20, 22 & 27 of 1981 PA 125 (MCL 493.51 et seq.) & repeals secs. 2a, 2b, 2c, 2d & 26a of 1981 PA 125 (MCL 493.52a et seq.). TIE BAR WITH: SB 0462'09",0,,2009-08-05,"Assigned Pa 0077'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0464/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0464
89288,36,SB0465,4,Passed,2009-08-05,"Financial institutions; other; consumer financial services act; amend to comply with federal SAFE act requirements. Amends sec. 9 of 1988 PA 161 (MCL 487.2059). TIE BAR WITH: SB 0462'09","Financial institutions; other; consumer financial services act; amend to comply with federal SAFE act requirements. Amends sec. 9 of 1988 PA 161 (MCL 487.2059). TIE BAR WITH: SB 0462'09",0,,2009-08-05,"Assigned Pa 0078'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0465/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0465
89289,36,SB0466,4,Passed,2009-05-13,"Michigan business tax; credit; number of credits available for certain cell manufacturing facilities and cap on credit for certain research and development expenses; increase. Amends sec. 434 of 2007 PA 36 (MCL 208.1434).","Michigan business tax; credit; number of credits available for certain cell manufacturing facilities and cap on credit for certain research and development expenses; increase. Amends sec. 434 of 2007 PA 36 (MCL 208.1434).",0,,2009-05-13,"Assigned Pa 0026'09 With Immediate Effect",https://legiscan.com/MI/bill/SB0466/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0466
89290,36,SB0467,1,Introduced,2009-04-23,"Transportation; school vehicles; use of cellular telephone while operating a school bus; prohibit, and provide penalties. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 58.","Transportation; school vehicles; use of cellular telephone while operating a school bus; prohibit, and provide penalties. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 58.",834,"Senate Education",2009-04-23,"Referred To Committee On Education",https://legiscan.com/MI/bill/SB0467/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0467
89291,36,SB0468,4,Passed,2010-05-04,"Traffic control; violations; receiving, reading, or sending a text message while operating a motor vehicle; prohibit under certain circumstances and provide penalties. Amends sec. 732 & 907 of 1949 PA 300 (MCL 257.732 & 257.907). TIE BAR WITH: HB 4370'09, HB 4394'09","Traffic control; violations; receiving, reading, or sending a text message while operating a motor vehicle; prohibit under certain circumstances and provide penalties. Amends sec. 732 & 907 of 1949 PA 300 (MCL 257.732 & 257.907). TIE BAR WITH: HB 4370'09, HB 4394'09",0,,2010-05-04,"Assigned Pa 0059'10 With Immediate Effect",https://legiscan.com/MI/bill/SB0468/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0468
89292,36,SB0469,1,Introduced,2009-04-23,"Health; smoking; statewide smoking in places of employment; prohibit, expand smoking prohibition in food service establishments, and require to be placed on ballot for voter approval. Amends heading of pt. 129 & secs. 12601, 12603, 12611, 12613, 12614, 12905 & 12915 of 1978 PA 368 (MCL 333.12601 et seq.); adds sec. 12606 & repeals secs. 12604a, 12605, 12607, 12615, 12617, 12909, 21333 & 21733 of 1978 PA 368 (MCL 333.12604a et seq.) & sec. 6127 of 2000 PA 92 (MCL 289.6127).","Health; smoking; statewide smoking in places of employment; prohibit, expand smoking prohibition in food service establishments, and require to be placed on ballot for voter approval. Amends heading of pt. 129 & secs. 12601, 12603, 12611, 12613, 12614, 12905 & 12915 of 1978 PA 368 (MCL 333.12601 et seq.); adds sec. 12606 & repeals secs. 12604a, 12605, 12607, 12615, 12617, 12909, 21333 & 21733 of 1978 PA 368 (MCL 333.12604a et seq.) & sec. 6127 of 2000 PA 92 (MCL 289.6127).",838,"Senate Government Operations",2009-04-23,"Referred To Committee On Government Operations And Reform",https://legiscan.com/MI/bill/SB0469/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0469
89293,36,SB0470,4,Passed,2010-12-29,"Liquor; retail sales; tagging of certain beer kegs; require. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 1030.","Liquor; retail sales; tagging of certain beer kegs; require. Amends 1998 PA 58 (MCL 436.1101 - 436.2303) by adding sec. 1030.",0,,2010-12-29,"Assigned Pa 0344'10 With Immediate Effect",https://legiscan.com/MI/bill/SB0470/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0470
89294,36,SB0471,1,Introduced,2009-04-28,"Property tax; other; penalties for failure to file real property statement within certain time period; impose and earmark. Amends sec. 19 of 1893 PA 206 (MCL 211.19).","Property tax; other; penalties for failure to file real property statement within certain time period; impose and earmark. Amends sec. 19 of 1893 PA 206 (MCL 211.19).",837,"Senate Finance",2009-04-28,"Referred To Committee On Finance",https://legiscan.com/MI/bill/SB0471/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0471
89295,36,SB0472,1,Introduced,2009-04-28,"Property tax; assessments; sales ratio studies; require report regarding certain foreclosure sales. Amends sec. 27 of 1893 PA 206 (MCL 211.27).","Property tax; assessments; sales ratio studies; require report regarding certain foreclosure sales. Amends sec. 27 of 1893 PA 206 (MCL 211.27).",837,"Senate Finance",2009-04-28,"Referred To Committee On Finance",https://legiscan.com/MI/bill/SB0472/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0472
89296,36,SB0473,1,Introduced,2009-04-28,"Courts; other; use of 2-way interactive video technology for certain court proceedings; require whenever possible. Amends sec. 37a, ch. VII of 1927 PA 175 (MCL 767.37a).","Courts; other; use of 2-way interactive video technology for certain court proceedings; require whenever possible. Amends sec. 37a, ch. VII of 1927 PA 175 (MCL 767.37a).",842,"Senate Judiciary",2009-04-28,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0473/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0473
89297,36,SB0474,1,Introduced,2009-04-28,"Corrections; parole; mandatory conditions for individual to be released on parole; establish. Amends sec. 35 of 1953 PA 232 (MCL 791.235).","Corrections; parole; mandatory conditions for individual to be released on parole; establish. Amends sec. 35 of 1953 PA 232 (MCL 791.235).",842,"Senate Judiciary",2009-04-28,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0474/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0474
89298,36,SB0475,1,Introduced,2009-04-28,"State financing and management; purchasing; certain conflicts of interest; prohibit. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).","State financing and management; purchasing; certain conflicts of interest; prohibit. Amends sec. 261 of 1984 PA 431 (MCL 18.1261).",842,"Senate Judiciary",2009-04-28,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0475/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0475
89299,36,SB0476,1,Introduced,2009-04-28,"Corrections; other; competitive bidding process for goods and services used by the department of corrections; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 14a.","Corrections; other; competitive bidding process for goods and services used by the department of corrections; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 14a.",842,"Senate Judiciary",2009-04-28,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0476/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0476
89300,36,SB0477,1,Introduced,2009-04-28,"Corrections; other; agreements to have Michigan medical schools provide medical services to prisoners; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 67c.","Corrections; other; agreements to have Michigan medical schools provide medical services to prisoners; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 67c.",842,"Senate Judiciary",2009-04-28,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0477/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0477
89301,36,SB0478,2,Engrossed,2010-09-21,"Corrections; other; report to legislature of status of offender tracking system; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 7b.","Corrections; other; report to legislature of status of offender tracking system; require. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 7b.",821,"House Judiciary",2010-09-21,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/SB0478/2009,http://legislature.mi.gov/doc.aspx?2009-SB-0478
